AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,ShortCommonName,StopType,Street
1800SJH2821,SE,St Ambrose College,2015-09-15T00:00:00,,opp,St Ambrose College,Hale Barns,2015-09-15T00:00:00,,STOP LOCATION AMENDED,N0074997,Altrincham,,BCT,SCHOOL GROUNDS
1800SB33501,N,St Ambrose Sch,2008-07-14T00:00:00,Manchester,o/s,ST AMBROSE SCH,Mersey Bank Estate,2008-07-14T00:00:00,MANGWDMD,INDICATOR AMENDED,N0075078,Chorlton,St Ambrose,BCT,PRINCESS RD
1800WF13341,NE,St Ambrose Sch,2014-02-21T00:00:00,Salford,o/s,SCHOOL GROUNDS,Wardley,2014-02-21T00:00:00,MANTWAJA,indicator amended,E0029498,Swinton,St Ambrose Sch,BCT,ASH DR
1800NCH0021,NW,St Andrews Close,2008-07-14T00:00:00,,Nuttall Lane,NUTTALL LANE,Ramsbottom,2008-07-14T00:00:00,,INDICATOR AMENDED,E0029236,Bury,,BCT,ST ANDREWS CLO
1800NCH0022,SE,St Andrews Close,2008-07-14T00:00:00,,Nuttall Lane,NUTTALL LANE,Ramsbottom,2008-07-14T00:00:00,,INDICATOR AMENDED,E0029236,Bury,,BCT,ST ANDREWS CLO
1800EB06761,SW,St Andrews Square,2010-03-26T00:00:00,,o/s,CAR PARK,Ancoats,2010-03-26T00:00:00,MANTGAPT,INDICATOR AMENDED,N0074882,Manchester,St Andrews Square,BCT,TRAVIS ST
1800SBT0471,,St Ann Square,2004-09-14T00:00:00,,Habitat,ST ANN'S SQ,Manchester City Centre,2004-09-14T00:00:00,,,E0057786,Manchester,,TXR,St Ann St
1800SGH2272,S,St Ann's Hospice,2016-02-15T00:00:00,,Oakdale Drive,OAKDALE DRIVE,Heald Green,2016-02-15T00:00:00,,,N0075002,,,BCT,ST ANN'S ROAD N
1800NE25971,S,St Ann's Rd,2007-11-01T00:00:00,,opp,HOUSE 375,Firgrove,2007-11-01T00:00:00,MANGATJT,,E0028401,Rochdale,St Ann's Rd,BCT,ALBERT ROYDS ST
1800SG19411,W,St Ann's Rd,2014-02-24T00:00:00,,adj,OPPOSITE HOUSE,Heald Green,2014-02-24T00:00:00,MANJGAPG,INDICATOR AMENDED,N0075002,,St Ann's Rd,BCT,FINNEY LN
1800SG19421,E,St Ann's Rd,2014-02-24T00:00:00,,opp,SHOPS,Heald Green,2014-02-24T00:00:00,MANJGAPJ,INDICATOR AMENDED,N0075002,,St Ann's Rd,BCT,FINNEY LN
1800NE25981,N,St Ann's Rd,2007-11-01T00:00:00,,nr,HOUSE 376,Firgrove,2007-11-01T00:00:00,MANGATJW,,E0028401,Rochdale,St Ann's Rd,BCT,ALBERT ROYDS ST
1800NC42371,SE,St Ann's Rd,2010-04-23T00:00:00,,opp,ST MARYS PARK,Prestwich,2010-04-23T00:00:00,MANDTPTG,INDICATOR AMENDED,E0029221,Bury,St Ann's Rd,BCT,BURY NEW RD
1800NC42161,NW,St Ann's Rd,2010-04-23T00:00:00,,nr,PARK,Prestwich,2010-04-23T00:00:00,MANDTPGJ,INDICATOR AMENDED,E0029221,Bury,St Ann's Rd,BCT,BURY NEW RD
1800NCH4681,E,St Ann's Rd (E bnd),2011-01-17T00:00:00,,nr Duckworth Rd,St Ann's Rd (E bnd),Prestwich,2011-01-17T00:00:00,,,E0029221,Bury,,BCT,ST ANN'S RD
1800SGH2282,N,St Ann's Rd Nth (to def rte),2007-11-01T00:00:00,,Oakdale Drive,OAKDALE DRIVE,Heald Green,2007-11-01T00:00:00,,,N0075002,,,BCT,ST ANN'S ROAD N
1800SGH2281,S,St Ann's Rd Nth (to def rte),2007-11-01T00:00:00,,Oakdale Drive,OAKDALE DRIVE,Heald Green,2007-11-01T00:00:00,,,N0075002,,,BCT,ST ANN'S ROAD N
1800NCH0182,NE,St Ann's Road,2007-11-01T00:00:00,,Prstwch Pk Rd S,PRSTWCH PK RD S,Prestwich,2007-11-01T00:00:00,,,E0029221,Bury,,BCT,ST ANN'S ROAD
1800NCH0181,W,St Ann's Road (W bnd),2011-01-18T00:00:00,,Prstwch Pk Rd S,PRSTWCH PK RD S,Prestwich,2011-01-18T00:00:00,,DIRECTION AMENDED,E0029221,Bury,,BCT,ST ANN'S ROAD
1800SGH2271,N,St Ann's Road North (N-bnd),2007-11-01T00:00:00,,N-bound,St Ann's Road North (N-bnd),Heald Green,2007-11-01T00:00:00,,,N0075002,,,BCT,ST ANN'S ROAD N
1800SGH3801,S,St Ann's Road North (S-bd),2016-02-15T00:00:00,,S-bound,St Ann's Road North (S-bd),Heald Green,2016-02-15T00:00:00,,,N0075002,,,BCT,ST ANN'S RD NTH
1800NEH4931,W,St Anne's Academy,2014-03-05T00:00:00,,o/s,St Anne's Academy,Hollins,2014-03-05T00:00:00,,,N0075013,Middleton,,BCT,GROUNDS
1800WK07401,E,St Anne's Church,2014-02-13T00:00:00,,opp,HOUSE 165,Beech Hill,2014-02-13T00:00:00,MANPWADA,indicator amended,E0028535,Wigan,St Anne's Church,BCT,BEECH HILL AVE
1800WK09141,W,St Anne's Church,2014-02-13T00:00:00,,o/s,CHURCH,Beech Hill,2014-02-13T00:00:00,MANPWDTM,indicator amended,E0028535,Wigan,St Anne's Church,BCT,BEECH HILL AVE
1800EH46451,N,St Anne's Est,2010-11-17T00:00:00,,nr,HOUSE 43,St Annes Estate,2010-11-17T00:00:00,MANDJAMW,INDICATOR AMENDED,N0075160,Denton,St Anne's Est,BCT,SANDBROOK WAY
1800EDH1331,W,St Anne's R C Primary School,2007-11-01T00:00:00,,Heap Street,HEAP STREET,Greenacres,2007-11-01T00:00:00,,,E0028471,,,BCT,GREENACRES RD
1800EDH1332,E,St Anne's R C Primary School,2007-11-01T00:00:00,,Heap Street,HEAP STREET,Greenacres,2007-11-01T00:00:00,,,E0028471,,,BCT,GREENACRES RD
1800EH46441,S,St Anne's Rd,2010-11-17T00:00:00,,nr,FLATS 144-46,St Annes Estate,2010-11-17T00:00:00,MANDJAMT,INDICATOR AMENDED,N0075160,Denton,St. Anne's Rd,BCT,SANDBROOK WAY
1800EH41341,SE,St Anne's Rd,2010-04-20T00:00:00,,nr,HOUSE 265,Denton,2010-04-20T00:00:00,MANDGPGM,INDICATOR AMENDED,N0074964,,St Anne's Rd,BCT,HYDE RD
1800EH41511,NW,St Anne's Rd,2008-02-06T00:00:00,,opp,,Denton,2008-02-06T00:00:00,MANDGPJT,STOP NAME ADDED,N0074964,,St Anne's Rd,BCT,HYDE RD
1800EHH0302,W,St Anne's Road,2007-11-01T00:00:00,,Sandbrook Way,SANDBROOK WAY,St Annes Estate,2007-11-01T00:00:00,,,N0075160,Denton,,BCT,ST ANNE'S ROAD
1800EHH0301,W,St Anne's Road (NW Bnd),2010-10-14T00:00:00,,Sandbrook Way,SANDBROOK WAY,St Annes Estate,2010-10-14T00:00:00,,DIRECTION AMENDED,N0075160,Denton,,BCT,ST ANNE'S ROAD
1800WK23291,S,St Anne's Sch,2014-02-12T00:00:00,,opp,HOUSE 251,Standish Lower Ground,2014-02-12T00:00:00,MANPWPMW,indicator amended,E0029369,Wigan,St Anne's Sch,BCT,WIGAN LOWER RD
1800EHH2211,E,St Annes Road (SE Bnd),2010-10-14T00:00:00,,Nr Hse 183,St Annes Road (SE Bnd),St Annes Estate,2010-10-14T00:00:00,,,N0075160,Denton,,BCT,ST ANNES ROAD
1800SJH2072,W,St Anthonys RC High School,2007-11-01T00:00:00,,Hilrose Ave,HILROSE AVE,Humphrey Park,2007-11-01T00:00:00,,,N0075023,Lostock,,BCT,BRADFIELD ROAD
1800SJH2071,W,St Anthonys RC High School (Wbnd),2010-05-13T00:00:00,,Hilrose Ave,HILROSE AVE,Humphrey Park,2010-05-13T00:00:00,,DIRECTION AMENDED,N0075023,Lostock,,BCT,BRADFIELD ROAD
1800SJH1321,E,St Antony's College,2013-02-15T00:00:00,,E-bound,SCHOOL,Urmston,2013-02-15T00:00:00,,NAME AMENDED,E0029481,,,BCT,BRADFIELD ROAD
1800SB31931,N,St Bede's College,2010-03-29T00:00:00,Manchester,o/s,COLLEGE,Alexandra Park,2010-03-29T00:00:00,MANGTWGD,NAME AMENDED,E0028255,Whalley Range,St Bede's College,BCT,ALEXANDRA RD S
1800EB05871,W,St Benedict's,2010-03-25T00:00:00,,o/s,CHURCH,West Gorton,2010-03-25T00:00:00,MANADPTM,INDICATOR AMENDED,E0029521,Manchester,St Benedict's,BCT,BENNETT ST
1800EB05891,E,St Benedict's,2007-11-01T00:00:00,,opp,HOUSE 16,West Gorton,2007-11-01T00:00:00,MANADPTW,,E0029521,Manchester,St Benedict's,BCT,BENNETT ST
1800EB03941,S,St Bernard's,2007-11-01T00:00:00,,opp,FLATS 359/361,Burnage,2007-11-01T00:00:00,MANADMJP,,E0028653,Manchester,St Bernard's,BCT,BURNAGE LN
1800EB33881,NW,St Brigid's Sch,2007-11-01T00:00:00,,opp,LIBRARY,Beswick,2007-11-01T00:00:00,MANAJAWD,,E0028544,Manchester,St Brigid's Sch,BCT,GREY MARE LN
1800SG46401,S,St Catherine's Church,2014-02-25T00:00:00,,o/s,CHURCH,Heald Green,2014-02-25T00:00:00,MANJMGWJ,INDICATOR AMENDED,N0075002,,Church,BCT,OUTWOOD RD
1800NB09401,N,St Chad's Church,2007-11-01T00:00:00,,opp,CHIP SHOP,Strangeways,2007-11-01T00:00:00,MANDJPTW,,E0029384,Manchester,St Chad's Church,BCT,CHEETHAM HILL R
1800NB09391,S,St Chad's Church,2010-03-30T00:00:00,,o/s,ST CHADS CHURCH,Strangeways,2010-03-30T00:00:00,MANDJPTP,INDICATOR AMENDED,E0029384,Manchester,St Chad's Church,BCT,CHEETHAM HILL R
1800ED28881,NE,St Chads Cres,2007-11-01T00:00:00,,nr,POST OFFICE,Limeside,2007-11-01T00:00:00,MANATMDM,,E0028969,,St Chads Cres,BCT,ELM RD
1800ED28882,NW,St Chads Crescent,2006-01-20T00:00:00,,Towards Oldham,ST CHADS CRES,Limeside,2006-01-20T00:00:00,,,E0028969,,,BCT,Elm Road
1800EH21091,S,St Christopher's,2010-04-19T00:00:00,,o/s,CHURCH,Higher Hurst,2010-04-19T00:00:00,MANDAGTG,INDICATOR AMENDED,E0028806,Ashton Under Lyne,St Christopher's,BCT,LEES RD
1800SGH2751,S,St Christopher's R.C.Primary School,2007-11-01T00:00:00,,None,St Christopher's R.C.Primary School,Bredbury,2007-11-01T00:00:00,,,E0028600,,,BCT,BARRACK HILL
1800NF29991,SW,St Clement's Dr,2007-11-01T00:00:00,,opp,FLATS 1B-84B,Ordsall,2007-11-01T00:00:00,MANGMJPT,,E0029176,Salford,St Clement's Dr,BCT,ORDSALL LN
1800NE32751,N,St Cuthbert's H.S.,2011-03-01T00:00:00,,opp,YEWTREE INN,Buersil Head,2011-03-01T00:00:00,MANGDGTJ,INDICATOR AMENDED,E0028649,Rochdale,St Cuthbert's HS,BCT,OLDHAM RD
1800NE32761,S,St Cuthbert's H.S.,2011-03-01T00:00:00,,o/s,SCHOOL,Buersil Head,2011-03-01T00:00:00,MANGDGTM,NAME/INDICATOR AMENDED,E0028649,Rochdale,St Cuthbert's HS,BCT,OLDHAM ROAD
1800NE02551,SE,St Cuthbert's RCHS,2010-04-24T00:00:00,,o/s,HIGH SCHOOL,Buersil Head,2010-04-24T00:00:00,MANDWGAT,INDICATOR AMENDED,E0028649,Rochdale,St Cuthberts RCHS,BCT,SHAW RD
1800NE02561,SE,St Cuthbert's RCHS,2010-04-24T00:00:00,,o/s,HIGH SCHOOL,Buersil Head,2010-04-24T00:00:00,MANDWGDA,INDICATOR AMENDED,E0028649,Rochdale,St Cuthbert's HS,BCT,SHAW RD
1800NE02571,SE,St Cuthbert's RCHS,2008-02-06T00:00:00,,nr,HIGH SCHOOL,Buersil Head,2008-02-06T00:00:00,MANDWGDJ,STOP NAME ADDED,E0028649,Rochdale,St Cuthbert's HS,BCT,SHAW RD
1800NE02532,NW,St Cuthberts Rc High School,2006-01-20T00:00:00,,Towards High Crompton,OLDHAM ROAD,Rochdale,2006-01-20T00:00:00,,,E0057799,,,BCT,Shaw Road
1800NE02542,NW,St Cuthberts Rc High School,2006-01-20T00:00:00,,Towards High Crompton,OLDHAM ROAD,Rochdale,2006-01-20T00:00:00,,,E0057799,,,BCT,Shaw Road
1800NE02531,SE,St Cuthberts RCHS,2010-04-24T00:00:00,,o/s,HIGH SCHOOL,Buersil Head,2010-04-24T00:00:00,MANDWGAG,INDICATOR AMENDED,E0028649,Rochdale,St Cuthberts RCHS,BCT,SHAW RD
1800NE02541,SE,St Cuthberts RCHS,2007-11-01T00:00:00,,nr,HIGH SCHOOL,Buersil Head,2007-11-01T00:00:00,MANDWGAM,,E0028649,Rochdale,St Cuthberts RCHS,BCT,SHAW RD
1800EHH2351,W,St Damian's RC Science College,2014-01-28T00:00:00,,,St Damian's RC Science College,Lily Lanes,2014-01-28T00:00:00,,,E0028965,Ashton Under Lyne,,BCT,INTERNAL ROAD
1800EH09331,S,St Damians H.S.,2010-10-21T00:00:00,,o/s,SCHOOL,Lily Lanes,2010-10-21T00:00:00,MANAWPMA,NAME AMENDEDE,E0028965,Ashton Under Lyne,St Damians H.S.,BCT,LEES RD
1800EH09321,S,St Damians H.S.,2010-10-21T00:00:00,,o/s,SCHOOL,Lily Lanes,2010-10-21T00:00:00,MANAWPJW,INDICATOR AMENDED,E0028965,Ashton Under Lyne,St Damians H.S.,BCT,LEES RD
1800EH09341,S,St Damians H.S.,2010-10-21T00:00:00,,nr,SCHOOL,Lily Lanes,2010-10-21T00:00:00,MANAWPMD,NAME AMENDED,E0028965,Ashton Under Lyne,St Damians H.S.,BCT,LEES RD
1800SJ11061,W,St David's,2014-10-09T00:00:00,,o/s,SUB STATION,Hale,2014-10-09T00:00:00,MANJPWGJ,INDICATOR AMENDED,E0028730,Altrincham,St David's,BCT,GROVE LANE
1800SJ10951,E,St David's,2014-10-09T00:00:00,,opp,HOUSE 91,Hale,2014-10-09T00:00:00,MANJPWAT,INDICATOR AMENDED,E0028730,Altrincham,St David's,BCT,GROVE LANE
1800EH20631,W,St David's Cl,2010-11-15T00:00:00,,nr,HOUSE 71,Hartshead,2010-11-15T00:00:00,MANDADTW,NAME AMENDED,N0074998,Ashton Under Lyne,St David's Close,BCT,ST ALBANS AVE
1800WK14881,S,St David's Cres,2014-02-12T00:00:00,,,HOUSE 73,Aspull,2014-02-12T00:00:00,MANPWJMW,indicator amended,E0028494,Wigan,St David's Cres,BCT,ST DAVID'S CRES
1800WK14891,N,St David's Cres,2014-02-12T00:00:00,,,HOUSE 66,Aspull,2014-02-12T00:00:00,MANPWJPA,indicator amended,E0028494,Wigan,St David's Cres,BCT,ST DAVID'S CRES
1800WK08101,S,St Edmund Arrowsmith,2014-02-13T00:00:00,,opp,,Ashton In Makerfield,2014-02-13T00:00:00,MANPWAPJ,indicator amended,E0028491,,St Edmund Arrwsmt,BCT,WARRINGTON RD
1800EDH1501,S,St Edwards R C Primary School,2007-11-01T00:00:00,,Beckett Street,BECKETT STREET,Lees,2007-11-01T00:00:00,,,E0028946,,,BCT,MEDLOCK WAY
1800EDH1502,N,St Edwards R C Primary School,2007-11-01T00:00:00,,Beckett Street,BECKETT STREET,Lees,2007-11-01T00:00:00,,,E0028946,,,BCT,MEDLOCK WAY
1800WK33471,E,St Elizabeth's Church,2007-11-01T00:00:00,,nr,HOUSE 390,Aspull,2007-11-01T00:00:00,MANTAPMW,,E0028494,Wigan,Church,BCT,BOLTON RD
1800WK33461,S,St Elizabeth's Church,2007-11-01T00:00:00,,adj,FARM,Aspull,2007-11-01T00:00:00,MANTAPMT,,E0028494,Wigan,Church,BCT,HALL LN
1800WK33451,NW,St Elizabeth's Church,2007-11-01T00:00:00,,o/s,CHURCH,Aspull,2007-11-01T00:00:00,MANTAPMP,,E0028494,Wigan,Church,BCT,BOLTON RD
1800WK07371,NE,St Elizabeth's Rd,2014-02-13T00:00:00,,nr,,Aspull,2014-02-13T00:00:00,MANPTWTP,indicator amended,E0028494,Wigan,St Elizabeth's Rd,BCT,HOLLY RD
1800WK07391,SW,St Elizabeth's Rd,2014-02-13T00:00:00,,opp,HOUSE 34,Aspull,2014-02-13T00:00:00,MANPTWTW,indicator amended,E0028494,Wigan,St Elizabeth's Rd,BCT,HOLLY RD
1800NC01101,N,St Gabriels Sch,2010-04-20T00:00:00,,o/s,SCHOOL,Bury,2010-04-20T00:00:00,MANDMGMD,INDICATOR AMENDED,E0028659,,St Gabriels Sch,BCT,BRIDGE RD
1800NC01111,N,St Gabriels Sch,2007-11-01T00:00:00,,adj,,Bury,2007-11-01T00:00:00,MANDMGMJ,,E0028659,,St Gabriels Sch,BCT,BRIDGE RD
1800NC01121,N,St Gabriels Sch,2010-04-20T00:00:00,,at,SCHOOL,Bury,2010-04-20T00:00:00,MANDMGMT,INDICATOR AMENDED,E0028659,,St Gabriels Sch,BCT,BRIDGE RD
1800NC01122,S,St Gabriels School,2007-11-01T00:00:00,,St Gabriels School,ST GABRIELS SCH,Bury,2007-11-01T00:00:00,,,E0028659,,St Gabriels Schl,BCT,BRIDGE ROAD
1800NC01102,S,St Gabriels School,2007-11-01T00:00:00,,St Gabriels Sch,ST GABRIELS SCH,Bury,2007-11-01T00:00:00,,,E0028659,,St Gabriels Schl,BCT,BRIDGE ROAD
1800NC01112,S,St Gabriels School,2007-11-01T00:00:00,,Nr St Gabs Sch,NR ST GABS SCH,Bury,2007-11-01T00:00:00,,,E0028659,,St Gabriels Schl,BCT,BRIDGE ROAD
1800WA02351,NW,St George Street,2014-10-14T00:00:00,,nr,ALL SAINTS HSE,Bolton,2014-10-14T00:00:00,MANJWDTD,INDICATOR AMENDED,E0057777,,St. George Street,BCT,ALL SAINTS ST
1800WKH3122,E,St George's Infant School,2007-11-01T00:00:00,,Nelson Street,NELSON STREET,Atherton,2007-11-01T00:00:00,,,E0028499,,,BCT,BAG LANE
1800WKH3121,E,St George's Infant School (Ebnd),2010-05-22T00:00:00,,Nelson Street,NELSON STREET,Atherton,2010-05-22T00:00:00,,DIRECTION AMENDED,E0028499,,,BCT,BAG LANE
1800WKH4331,W,St George's Infant School (Wbnd),2010-05-22T00:00:00,,nr School,St George's Infant School (Wbnd),Atherton,2010-05-22T00:00:00,,DIRECTION AMENDED,E0028499,,,BCT,BAG LANE
1800WAH2612,W,St Georges Avenue (NEbnd),2010-05-13T00:00:00,,The Pewfist,THE PEWFIST,Daisy Hill,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028309,Westhoughton,,BCT,ST GEORGES AVE
1800WAH2611,E,St Georges Avenue (NEbnd),2010-05-13T00:00:00,,The Pewfist,THE PEWFIST,Daisy Hill,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028309,Westhoughton,,BCT,ST GEORGES AVE
1800EB00071,E,St Georges Dr,2010-03-25T00:00:00,,nr,DOCTORS SURGERY,Moston,2010-03-25T00:00:00,MANADAGW,INDICATOR AMENDED,N0075088,Manchester,St Georges Dr,BCT,KENYON LN
1800WKH1792,W,St Georges Infants School,2008-07-14T00:00:00,,Nelson St,NELSON ST,Atherton,2008-07-14T00:00:00,,INDICATOR AMENDED,E0028499,,,BCT,TAVISTOCK ST
1800WKH1791,W,St Georges Infants School (Wbnd),2010-05-24T00:00:00,,Nelson St,NELSON ST,Atherton,2010-05-24T00:00:00,,DIRECTION AMENDED,E0028499,,,BCT,TAVISTOCK ST
1800WK36341,W,St Helens Rd,2007-11-01T00:00:00,,nr,HOUSE 12,Leigh,2007-11-01T00:00:00,MANTAWTW,,E0028950,,St Helens Rd,BCT,BONNYWELL RD
1800WA34951,N,St Helens Rd,2014-02-28T00:00:00,,,HOUSE 794,Hulton Lane Ends,2014-02-28T00:00:00,MANPGMGW,indicator amended,E0028868,Over Hulton,St Helens Rd,BCT,ST HELENS RD
1800WK36451,SE,St Helens Rd,2007-11-01T00:00:00,,nr,HOUSE 7,Pennington,2007-11-01T00:00:00,MANTDADW,,E0029200,Leigh,St Helens Rd,BCT,CHESTNUT AVE
1800WAH0881,SE,St Helens Rd (SEbnd),2010-05-12T00:00:00,,,ST HELENS ROAD,Daubhill,2010-05-12T00:00:00,,DIRECTION AMENDED,E0028320,,,BCT,SMETHURST LANE
1800WKH1021,S,St Helens Rd (SEbnd),2010-05-25T00:00:00,Leigh,,ST HELENS ROAD,Wash End,2010-05-25T00:00:00,,DIRECTION AMENDED,E0029501,Lowton Common,,BCT,MAYFIELD DRIVE
1800WKH1022,N,St Helens Road,2007-11-01T00:00:00,Leigh,St Helens Road,ST HELENS ROAD,Wash End,2007-11-01T00:00:00,,,E0029501,Lowton Common,,BCT,MAYFIELD DRIVE
1800WA11671,E,St James Ave,2007-11-01T00:00:00,,nr,HOUSE 647,Breightmet,2007-11-01T00:00:00,MANJWTMD,,E0028603,,St James Avenue,BCT,BURY ROAD
1800WK06331,S,St James Church,2014-02-13T00:00:00,,opp,,Poolstock,2014-02-13T00:00:00,MANPTPDT,indicator amended,E0029215,Wigan,St James Church,BCT,POOL ST
1800NE10111,NE,St James Church,2012-10-01T00:00:00,,o/s,CHURCH,Stansfield,2012-10-01T00:00:00,MANTWAGM,,N0075167,Littleborough,St James Church,BCT,CALDERBROOK RD
1800WK06321,N,St James Church,2014-02-13T00:00:00,,o/s,ST JAMES CHURCH,Poolstock,2014-02-13T00:00:00,MANPTPDP,indicator amended,E0029215,Wigan,St James Church,BCT,POOL ST
1800SB05781,E,St James Sq,2007-11-01T00:00:00,,Stop WB,ST JAMES HOUSE,Manchester City Centre,2007-11-01T00:00:00,MANGPJTW,,E0057786,Manchester,St James Sq,BCT,JOHN DALTON ST
1800SB18741,W,St James Square,2016-09-28T00:00:00,,opp,HAIR SALON,Manchester City Centre,2016-09-28T00:00:00,MANTWTAG,,E0057786,Manchester,St James Square,BCT,JOHN DALTON ST
1800WA41941,N,St James St,2015-11-22T00:00:00,,nr,HOUSE 244,New Bury,2015-11-22T00:00:00,MANPGPTW,STOP LOCATION AMENDED,E0029119,Farnworth,St James St,BCT,BUCKLEY LN
1800NC20781,NW,St James' Church,2007-11-01T00:00:00,,opp,HOUSE 279,Woodhill,2007-11-01T00:00:00,MANDPJMW,,E0029572,Bury,St James' Church,BCT,WALSHAW RD
1800NC20771,SE,St James' Church,2010-04-22T00:00:00,,o/s,ST JAMES CHURCH,Woodhill,2010-04-22T00:00:00,MANDPJMT,INDICATOR AMENDED,E0029572,Bury,St James' Church,BCT,WALSHAW RD
1800WA02591,SE,St James' School,2014-10-14T00:00:00,,o/s,ST JAMES SCHOOL,Highfield,2014-10-14T00:00:00,MANJWGAD,INDICATOR AMENDED,N0075010,Farnworth,St James' School,BCT,LUCAS ROAD
1800WA02561,SE,St James' School,2014-10-14T00:00:00,,nr,ST JAMES SCHOOL,Highfield,2014-10-14T00:00:00,MANJWDWM,INDICATOR AMENDED,N0075010,Farnworth,St James' School,BCT,LUCAS ROAD
1800SG35011,W,St James' Way,2014-02-18T00:00:00,,opp,,Gillbent,2014-02-18T00:00:00,MANJGATW,INDICATOR AMENDED,E0028438,Cheadle Hulme,St James' Way,BCT,STANLEY RD
1800WKH3431,N,St James's R.C. Primary School,2007-11-01T00:00:00,,None,St James's R.C. Primary School,Orrell,2007-11-01T00:00:00,,,E0029177,,,BCT,ST JAMES ROAD
1800NFH0081,SE,St James's Rd (Ebd),2007-11-01T00:00:00,,Hacking St Opp,HACKING ST OPP,Hightown,2007-11-01T00:00:00,,,E0028818,Salford,,BCT,ST JAMES'S ROAD
1800NFH0031,NW,St James's Rd (Wbd),2007-11-01T00:00:00,,Hacking Street,HACKING STREET,Hightown,2007-11-01T00:00:00,,,E0028818,Salford,,BCT,ST JAMES'S ROAD
1800SGH2731,E,St James's Way,2007-11-01T00:00:00,,Stanley Road,STANLEY ROAD,Gillbent,2007-11-01T00:00:00,,,E0028438,Cheadle Hulme,,BCT,ST JAMES'S WAY
1800WKH4301,E,St John Fisher High School (NWbnd),2010-05-21T00:00:00,,o/s School,St John Fisher High School (NWbnd),Springfield,2010-05-21T00:00:00,,,E0029356,Wigan,,BCT,BAYTREE ROAD
1800WKH3371,W,St John Fisher R.C.H.S (SWbnd),2010-05-21T00:00:00,,,CRANBERRY AVE,Springfield,2010-05-21T00:00:00,,DIRECTION AMENDED,E0029356,Wigan,,BCT,BAYTREE ROAD
1800WKH3372,W,St John Fisher R.C.H.School,2007-11-01T00:00:00,,Cranberry Ave,CRANBERRY AVE,Springfield,2007-11-01T00:00:00,,,E0029356,Wigan,,BCT,BAYTREE ROAD
1800NE00811,SE,St John Fisher Sch,2011-01-20T00:00:00,,opp,HOUSE 108,Stanycliffe,2011-01-20T00:00:00,MANDWAMD,name & indicator amended,E0029371,Middleton,St John FisherSch,BCT,STANYCLIFFE LN
1800NE00821,NW,St John Fisher Sch,2011-01-20T00:00:00,,o/s,,Stanycliffe,2011-01-20T00:00:00,MANDWAMG,name amended,E0029371,Middleton,St John FisherSch,BCT,STANYCLIFFE LN
1800WKH3742,S,St John Rigby R C College,2007-11-01T00:00:00,,Gathurst Road,GATHURST ROAD,Gathurst,2007-11-01T00:00:00,,,E0028431,Wigan,,BCT,ST JOHN RIGBY
1800WKH4251,N,St John Rigby R C College (NEbnd),2010-05-20T00:00:00,,o/s College,GATHURST ROAD,Gathurst,2010-05-20T00:00:00,,DIRECTION AMENDED,E0028431,Wigan,,BCT,ST JOHN RIGBY
1800WKH3741,S,St John Rigby R C College (SWbnd),2010-05-20T00:00:00,,Gathurst Road,GATHURST ROAD,Gathurst,2010-05-20T00:00:00,,DIRECTION AMENDED,E0028431,Wigan,,BCT,ST JOHN RIGBY
1800EH39441,E,St John St,2010-04-20T00:00:00,,opp,SUB STATION,Dukinfield,2010-04-20T00:00:00,MANDGMTM,INDICATOR AMENDED,E0028357,,St John St,BCT,OXFORD RD
1800ED00381,NE,St John St,2007-11-01T00:00:00,,Stop C,RESTAURANT,Lees,2007-11-01T00:00:00,MANAJPGD,,E0028946,,St John St,BCT,ELLIOT ST
1800EH39431,W,St John St,2010-04-20T00:00:00,,nr,MASONS ARMS,Dukinfield,2010-04-20T00:00:00,MANDGMTJ,INDICATOR AMENDED,E0028357,,St John St,BCT,OXFORD RD
1800SJ02701,W,St John's,2014-09-19T00:00:00,,o/s,ST JOHNS CHURCH,Flixton,2014-09-19T00:00:00,MANJPATM,INDICATOR AMENDED,E0028410,,St John's,BCT,IRLAM RD
1800ED30701,S,St John's,2007-11-01T00:00:00,,opp,HOUSE 1,Cross Bank,2007-11-01T00:00:00,MANATMTP,,E0028293,,St John's,BCT,STAMFORD RD
1800ED30681,N,St John's,2007-11-01T00:00:00,,o/s,HOUSE 33,Cross Bank,2007-11-01T00:00:00,MANATMTM,,E0028293,,St John's,BCT,STAMFORD RD
1800SG13721,E,St John's Church,2014-02-21T00:00:00,,opp,CHURCH,Offerton,2014-02-21T00:00:00,MANJDPJD,INDICATOR AMENDED,E0029163,,St John's Church,BCT,MARPLE RD
1800WK32781,NE,St John's Church,2014-02-25T00:00:00,,o/s,SHOPS 32/34,Hindley,2014-02-25T00:00:00,MANTAPAT,indicator amended,E0028822,Wigan,St John's Church,BCT,MARKET ST
1800SJ49481,NW,St John's Church,2010-03-29T00:00:00,,o/s,CHURCH,Brooklands,2010-03-29T00:00:00,MANJWAWP,INDICATOR AMENDED,E0028623,Sale,St John's Church,BCT,BROOKLANDS ROAD
1800SG07631,NE,St John's Church,2014-02-18T00:00:00,,opp,CHURCH,Cheadle Heath,2014-02-18T00:00:00,MANJATWG,INDICATOR AMENDED,E0028699,,St John's Church,BCT,STOCKPORT RD
